,Unnamed: 0,siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar,siparis_yili,siparis_ayi,siparis_gunu,haftanin_gunu
1046,1063,SIP100912,MUS1165,2025-12-23 21:56:00,Ankara,İç Anadolu,Ev Yaşam,Masa Lambası,1,685.71,0.05,39.9,Banka Kartı,Yeni,3.0,3.0,Hayır,0.302,691.32,2025,12,23,Tuesday
1047,1064,SIP100149,MUS1177,2025-05-12 17:28:00,İstanbul,Marmara,Spor,Direnç Bandı,4,265.86,0.05,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.228,1040.17,2025,5,12,Monday
1048,1065,SIP100754,MUS1363,2024-11-20 17:08:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,1,1461.79,0.0,29.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.312,1491.69,2024,11,20,Wednesday
1051,1068,SIP101175,MUS1267,2025-05-26 21:20:00,İstanbul,Marmara,Spor,Dambıl Seti,1,1476.61,0.05,39.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.365,1442.68,2025,5,26,Monday
1053,1070,SIP100201,MUS1231,2025-02-23 21:36:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Şampuan,1,202.55,0.1,29.9,Kredi Kartı,VIP,7.0,5.0,Hayır,0.222,212.2,2025,2,23,Sunday
1056,1073,SIP100692,MUS1244,2025-10-19 12:48:00,Antalya,Akdeniz,Ofis,Defter Seti,2,164.28,0.2,49.9,Kapıda Ödeme,Yeni,4.0,3.0,Hayır,0.372,312.75,2025,10,19,Sunday
1057,1074,SIP100610,MUS1081,2024-02-10 11:59:00,Antalya,Akdeniz,Kitap,Veri Bilimi 101,1,262.27,0.05,29.9,Banka Kartı,Yeni,2.0,5.0,Hayır,0.304,279.06,2024,2,10,Saturday
1058,1076,SIP100956,MUS1057,2024-04-13 08:53:00,İstanbul,Marmara,Ev Yaşam,Saklama Kutusu,1,241.94,0.0,29.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.243,271.84,2024,4,13,Saturday
1059,1077,SIP100281,MUS1224,2025-12-06 19:05:00,Ankara,İç Anadolu,Kitap,Python Notları,2,224.84,0.0,49.9,Kredi Kartı,VIP,4.0,5.0,Evet,0.354,499.58,2025,12,6,Saturday
1060,1078,SIP100411,MUS1393,2025-11-24 11:17:00,Kayseri,İç Anadolu,Kitap,Python Notları,3,233.46,0.05,59.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.362,725.26,2025,11,24,Monday
1062,1080,SIP101219,MUS1339,2025-10-14 15:42:00,İstanbul,Marmara,Kozmetik,Şampuan,1,200.93,0.05,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.352,240.78,2025,10,14,Tuesday
1063,1081,SIP101116,MUS1143,2024-06-24 11:02:00,Adana,Akdeniz,Kozmetik,Yüz Temizleme Jeli,3,288.7,0.15,39.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.268,776.08,2024,6,24,Monday
1064,1082,SIP100688,MUS1440,2024-03-19 21:50:00,Bursa,Marmara,Ev Yaşam,Organizer,5,279.2,0.1,39.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.253,1296.3,2024,3,19,Tuesday
1065,1083,SIP100336,MUS1254,2025-02-05 12:41:00,Bursa,Marmara,Kozmetik,Nemlendirici,5,423.61,0.1,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.352,1936.15,2025,2,5,Wednesday
1066,1084,SIP100643,MUS1100,2025-05-19 20:11:00,Bursa,Marmara,Kitap,Zaman Yönetimi,4,161.98,0.15,29.9,Dijital Cüzdan,Yeni,3.0,4.0,Hayır,0.288,580.63,2025,5,19,Monday
1067,1085,SIP100315,MUS1422,2025-08-09 09:17:00,Bursa,Marmara,Kozmetik,Yüz Temizleme Jeli,1,313.25,0.0,49.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.412,363.15,2025,8,9,Saturday
1068,1086,SIP100783,MUS1259,2024-12-22 13:10:00,Kayseri,İç Anadolu,Ofis,Kalem Seti,5,99.29,0.1,49.9,Kapıda Ödeme,Mevcut,2.0,3.0,Hayır,0.412,496.71,2024,12,22,Sunday
1069,1087,SIP101121,MUS1229,2024-10-02 11:37:00,Mersin,Akdeniz,Ev Yaşam,Saklama Kutusu,1,220.51,0.05,49.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.25,259.38,2024,10,2,Wednesday
1070,1088,SIP101361,MUS1130,2025-06-19 19:53:00,İstanbul,Marmara,Kozmetik,Şampuan,1,199.02,0.0,39.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.395,238.92,2025,6,19,Thursday
1071,1089,SIP101358,MUS1056,2024-01-18 15:46:00,Antalya,Akdeniz,Ev Yaşam,Kahve Kupası,1,196.84,0.0,39.9,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.406,236.74,2024,1,18,Thursday
1072,1090,SIP100093,MUS1295,2025-09-10 12:01:00,Eskişehir,İç Anadolu,Kitap,İş Analitiği Rehberi,1,294.79,0.0,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.184,334.69,2025,9,10,Wednesday
1074,1092,SIP100593,MUS1020,2025-12-07 19:36:00,Kocaeli,Marmara,Ev Yaşam,Kahve Kupası,3,195.61,0.0,0.0,Kapıda Ödeme,Yeni,2.0,4.0,Hayır,0.398,586.83,2025,12,7,Sunday
1075,1093,SIP101390,MUS1002,2025-12-06 16:26:00,İstanbul,Marmara,Kozmetik,Nemlendirici,3,408.71,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.42,1266.03,2025,12,6,Saturday
1076,1094,SIP100395,MUS1366,2025-08-09 22:15:00,Bursa,Marmara,Kozmetik,Şampuan,5,190.9,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.314,994.4,2025,8,9,Saturday
1077,1095,SIP101230,MUS1052,2024-10-09 11:56:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,2,285.02,0.05,39.9,Banka Kartı,Mevcut,2.0,3.0,Hayır,0.196,581.44,2024,10,9,Wednesday
1078,1096,SIP101070,MUS1374,2024-08-08 10:38:00,İstanbul,Marmara,Ev Yaşam,Saklama Kutusu,3,251.97,0.0,29.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.293,785.81,2024,8,8,Thursday
1082,1100,SIP100736,MUS1209,2025-04-08 15:15:00,Bursa,Marmara,Kitap,Veri Bilimi 101,4,231.5,0.05,29.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.407,909.6,2025,4,8,Tuesday
1083,1101,SIP101269,MUS1179,2025-11-05 16:16:00,Konya,İç Anadolu,Kozmetik,Serum,2,509.93,0.0,39.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.307,1059.76,2025,11,5,Wednesday
1084,1102,SIP100280,MUS1277,2024-11-02 10:36:00,Mersin,Akdeniz,Spor,Yoga Matı,1,701.61,0.0,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.34,741.51,2024,11,2,Saturday
1085,1103,SIP100338,MUS1038,2025-01-09 16:43:00,İstanbul,Marmara,Kozmetik,Şampuan,1,188.77,0.05,39.9,Kredi Kartı,Mevcut,6.0,4.0,Hayır,0.384,219.23,2025,1,9,Thursday
1086,1104,SIP100228,MUS1396,2025-08-10 18:34:00,Gaziantep,Güneydoğu Anadolu,Ofis,Defter Seti,4,157.48,0.0,49.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.322,679.82,2025,8,10,Sunday
1088,1106,SIP101231,MUS1306,2025-05-22 11:10:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,3,285.85,0.1,49.9,Havale/EFT,Yeni,1.0,4.0,Hayır,0.334,821.7,2025,5,22,Thursday
1089,1107,SIP101117,MUS1324,2025-10-19 11:52:00,Samsun,Karadeniz,Ofis,Defter Seti,1,145.64,0.1,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.298,170.98,2025,10,19,Sunday
1090,1108,SIP100069,MUS1084,2024-06-20 17:38:00,Bursa,Marmara,Ofis,Mouse Pad,1,158.47,0.05,29.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.34,180.45,2024,6,20,Thursday
1091,1109,SIP101303,MUS1316,2024-03-28 11:49:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,3,288.7,0.0,39.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.284,906.0,2024,3,28,Thursday
1092,1110,SIP101233,MUS1243,2024-06-19 10:21:00,Ankara,İç Anadolu,Ofis,Defter Seti,1,152.3,0.15,49.9,Dijital Cüzdan,Yeni,2.0,3.0,Evet,0.305,179.36,2024,6,19,Wednesday
1093,1111,SIP101136,MUS1407,2024-12-27 13:31:00,Trabzon,Karadeniz,Ev Yaşam,Kahve Kupası,2,170.78,0.1,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.252,347.3,2024,12,27,Friday
1094,1112,SIP100025,MUS1143,2024-04-21 11:12:00,İstanbul,Marmara,Spor,Suluk,2,183.85,0.15,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.336,362.44,2024,4,21,Sunday
1095,1113,SIP100634,MUS1233,2024-01-06 17:56:00,İzmir,Ege,Spor,Spor Çantası,2,888.58,0.15,39.9,Kredi Kartı,Yeni,5.0,3.0,Hayır,0.211,1550.49,2024,1,6,Saturday
1096,1114,SIP100471,MUS1151,2025-08-25 16:47:00,Mersin,Akdeniz,Kitap,İş Analitiği Rehberi,5,294.84,0.0,49.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.418,1524.1,2025,8,25,Monday
1097,1115,SIP100558,MUS1080,2025-07-06 11:51:00,Antalya,Akdeniz,Ofis,Not Tutucu,3,134.47,0.15,29.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.358,372.8,2025,7,6,Sunday
1098,1116,SIP100294,MUS1108,2025-11-29 20:35:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,406.97,0.05,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.391,426.52,2025,11,29,Saturday
1099,1117,SIP100773,MUS1155,2024-06-20 16:20:00,İstanbul,Marmara,Elektronik,Powerbank,1,809.72,0.15,29.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.228,718.16,2024,6,20,Thursday
1101,1119,SIP101023,MUS1257,2024-07-12 22:27:00,Trabzon,Karadeniz,Elektronik,Powerbank,2,873.0,0.0,0.0,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.419,1746.0,2024,7,12,Friday
1102,1120,SIP100121,MUS1247,2025-05-28 22:17:00,Antalya,Akdeniz,Ofis,Kalem Seti,3,98.08,0.05,59.9,Kapıda Ödeme,Yeni,4.0,5.0,Hayır,0.407,339.43,2025,5,28,Wednesday
1103,1121,SIP100906,MUS1428,2025-08-09 12:36:00,Kayseri,İç Anadolu,Spor,Direnç Bandı,1,276.3,0.0,39.9,Kredi Kartı,Yeni,6.0,5.0,Hayır,0.403,316.2,2025,8,9,Saturday
1105,1123,SIP100180,MUS1306,2025-10-16 20:39:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,1,182.92,0.05,49.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.352,223.67,2025,10,16,Thursday
1107,1125,SIP100816,MUS1140,2025-05-12 16:27:00,Ankara,İç Anadolu,Ofis,Not Tutucu,1,141.97,0.2,39.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.259,153.48,2025,5,12,Monday
1108,1126,SIP100864,MUS1310,2024-12-15 22:55:00,Adana,Akdeniz,Kozmetik,Güneş Kremi,1,489.71,0.1,29.9,Kapıda Ödeme,Yeni,3.0,5.0,Evet,0.29,470.64,2024,12,15,Sunday
1110,1128,SIP101249,MUS1350,2024-06-26 17:27:00,Samsun,Karadeniz,Kozmetik,Güneş Kremi,2,495.45,0.05,29.9,Banka Kartı,Yeni,2.0,5.0,Hayır,0.24,971.25,2024,6,26,Wednesday
1111,1130,SIP100605,MUS1356,2025-06-19 20:16:00,Antalya,Akdeniz,Ev Yaşam,Organizer,3,248.85,0.05,49.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.328,759.12,2025,6,19,Thursday
1112,1131,SIP101170,MUS1232,2024-03-26 10:04:00,Ankara,İç Anadolu,Kitap,Python Notları,1,222.21,0.15,29.9,Kredi Kartı,Yeni,6.0,4.0,Hayır,0.259,218.78,2024,3,26,Tuesday
1114,1133,SIP100551,MUS1186,2025-09-11 18:25:00,Ankara,İç Anadolu,Ofis,Mouse Pad,4,175.61,0.1,49.9,Kredi Kartı,Mevcut,3.0,3.0,Hayır,0.341,682.1,2025,9,11,Thursday
1116,1135,SIP101324,MUS1303,2024-09-04 19:18:00,Ankara,İç Anadolu,Spor,Spor Çantası,1,922.29,0.0,0.0,Kredi Kartı,VIP,3.0,3.0,Hayır,0.42,922.29,2024,9,4,Wednesday
1118,1137,SIP101218,MUS1442,2025-12-16 10:59:00,Kocaeli,Marmara,Spor,Suluk,3,203.94,0.2,39.9,Kredi Kartı,Mevcut,6.0,3.0,Hayır,0.286,529.36,2025,12,16,Tuesday
1120,1139,SIP100433,MUS1214,2024-02-19 18:06:00,Antalya,Akdeniz,Elektronik,Powerbank,3,847.51,0.05,49.9,Banka Kartı,Yeni,3.0,5.0,Hayır,0.268,2592.43,2024,2,19,Monday
1121,1140,SIP100277,MUS1271,2025-10-22 20:21:00,İstanbul,Marmara,Spor,Direnç Bandı,5,235.35,0.0,39.9,Banka Kartı,Mevcut,5.0,5.0,Hayır,0.326,1216.65,2025,10,22,Wednesday
1123,1142,SIP100292,MUS1356,2025-05-05 13:11:00,Ankara,İç Anadolu,Kozmetik,Nemlendirici,1,397.19,0.1,59.9,Dijital Cüzdan,Mevcut,1.0,4.0,Hayır,0.253,417.37,2025,5,5,Monday
1124,1143,SIP100902,MUS1287,2024-04-30 19:13:00,Trabzon,Karadeniz,Kozmetik,Serum,1,551.1,0.0,39.9,Kredi Kartı,Yeni,6.0,5.0,Hayır,0.183,591.0,2024,4,30,Tuesday
1125,1144,SIP100449,MUS1446,2024-01-12 18:59:00,Eskişehir,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,309.1,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.362,328.09,2024,1,12,Friday
1126,1145,SIP101197,MUS1248,2025-10-08 17:54:00,İstanbul,Marmara,Ev Yaşam,Organizer,3,279.36,0.0,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.4,867.98,2025,10,8,Wednesday
1127,1146,SIP101241,MUS1170,2025-04-05 22:33:00,Trabzon,Karadeniz,Kitap,Girişimcilik,3,192.8,0.0,39.9,Kredi Kartı,VIP,1.0,4.0,Hayır,0.415,618.3,2025,4,5,Saturday
1129,1148,SIP100240,MUS1032,2025-08-19 19:36:00,Gaziantep,Güneydoğu Anadolu,Ofis,Mouse Pad,2,154.56,0.15,29.9,Kredi Kartı,Mevcut,6.0,4.0,Hayır,0.279,292.65,2025,8,19,Tuesday
1130,1149,SIP101333,MUS1293,2024-07-18 08:31:00,Eskişehir,İç Anadolu,Kozmetik,Serum,2,558.41,0.2,49.9,Kapıda Ödeme,Yeni,1.0,4.0,Hayır,0.216,943.36,2024,7,18,Thursday
1133,1152,SIP100020,MUS1265,2025-12-31 12:25:00,Gaziantep,Güneydoğu Anadolu,Kitap,Python Notları,2,232.96,0.0,59.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.225,525.82,2025,12,31,Wednesday
1136,1155,SIP100964,MUS1432,2025-02-09 11:19:00,Eskişehir,İç Anadolu,Spor,Dambıl Seti,1,1574.62,0.1,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.381,1457.06,2025,2,9,Sunday
1138,1157,SIP101336,MUS1263,2024-03-17 13:10:00,Mersin,Akdeniz,Kitap,Python Notları,3,226.34,0.0,39.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.22,718.92,2024,3,17,Sunday
1140,1159,SIP101187,MUS1201,2024-11-21 13:10:00,Kayseri,İç Anadolu,Kozmetik,Serum,5,516.46,0.1,39.9,Dijital Cüzdan,VIP,4.0,4.0,Hayır,0.267,2363.97,2024,11,21,Thursday
1141,1160,SIP101122,MUS1418,2025-01-12 10:57:00,Ankara,İç Anadolu,Kitap,Zaman Yönetimi,2,144.14,0.0,0.0,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.201,288.28,2025,1,12,Sunday
1142,1161,SIP101196,MUS1153,2025-01-19 22:20:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,152.49,0.1,49.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.204,187.14,2025,1,19,Sunday
1145,1164,SIP100750,MUS1249,2025-10-22 13:26:00,İstanbul,Marmara,Ev Yaşam,Organizer,3,248.98,0.0,29.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.35,776.84,2025,10,22,Wednesday
1146,1165,SIP100756,MUS1260,2025-04-14 22:20:00,İzmir,Ege,Spor,Dambıl Seti,2,1470.47,0.0,49.9,Kredi Kartı,VIP,4.0,4.0,Hayır,0.403,2990.84,2025,4,14,Monday
1147,1166,SIP101049,MUS1018,2025-09-07 12:09:00,Bursa,Marmara,Spor,Dambıl Seti,1,1662.24,0.0,39.9,Havale/EFT,Mevcut,2.0,5.0,Hayır,0.308,1702.14,2025,9,7,Sunday
1149,1168,SIP100662,MUS1415,2025-09-23 13:19:00,Konya,İç Anadolu,Kitap,Zaman Yönetimi,1,171.66,0.05,49.9,Kredi Kartı,Yeni,6.0,4.0,Hayır,0.192,212.98,2025,9,23,Tuesday
1150,1169,SIP101306,MUS1033,2024-02-29 17:05:00,Kayseri,İç Anadolu,Ev Yaşam,Kahve Kupası,1,171.63,0.0,39.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.203,211.53,2024,2,29,Thursday
1151,1170,SIP101107,MUS1191,2025-01-04 19:51:00,Adana,Akdeniz,Ev Yaşam,Saklama Kutusu,1,239.98,0.05,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.365,277.88,2025,1,4,Saturday
1153,1172,SIP100935,MUS1389,2025-02-20 12:07:00,İstanbul,Marmara,Ofis,Not Tutucu,2,131.61,0.0,39.9,Havale/EFT,Mevcut,2.0,5.0,Hayır,0.253,303.12,2025,2,20,Thursday
1154,1173,SIP100870,MUS1427,2024-01-21 21:28:00,İzmir,Ege,Spor,Direnç Bandı,3,237.42,0.0,39.9,Banka Kartı,Yeni,2.0,3.0,Hayır,0.327,752.16,2024,1,21,Sunday
1155,1174,SIP101319,MUS1398,2024-08-23 17:52:00,Konya,İç Anadolu,Spor,Direnç Bandı,1,252.38,0.05,49.9,Kapıda Ödeme,Yeni,5.0,4.0,Hayır,0.294,289.66,2024,8,23,Friday
1156,1175,SIP100893,MUS1388,2025-07-07 12:13:00,Gaziantep,Güneydoğu Anadolu,Ev Yaşam,Organizer,1,241.62,0.15,49.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.267,255.28,2025,7,7,Monday
1157,1176,SIP100874,MUS1148,2025-05-21 17:41:00,İzmir,Ege,Spor,Yoga Matı,4,688.23,0.0,29.9,Kredi Kartı,Mevcut,5.0,5.0,Evet,0.387,2782.82,2025,5,21,Wednesday
1158,1177,SIP100614,MUS1351,2024-12-03 15:34:00,İzmir,Ege,Ofis,Kalem Seti,1,93.11,0.0,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.412,123.01,2024,12,3,Tuesday
1159,1178,SIP101101,MUS1118,2025-09-17 10:12:00,İstanbul,Marmara,Kitap,Girişimcilik,1,186.43,0.1,39.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.31,207.69,2025,9,17,Wednesday
1160,1179,SIP100389,MUS1282,2024-09-28 18:18:00,Antalya,Akdeniz,Kitap,Girişimcilik,2,211.42,0.05,39.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.261,441.6,2024,9,28,Saturday
1161,1180,SIP100937,MUS1169,2024-08-19 19:27:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,339.41,0.0,49.9,Dijital Cüzdan,VIP,3.0,5.0,Hayır,0.338,389.31,2024,8,19,Monday
1162,1181,SIP100407,MUS1017,2024-01-30 10:12:00,İzmir,Ege,Kozmetik,Serum,1,585.35,0.0,59.9,Dijital Cüzdan,Yeni,3.0,4.0,Evet,0.196,645.25,2024,1,30,Tuesday
1166,1185,SIP101024,MUS1046,2025-08-23 12:46:00,Trabzon,Karadeniz,Kitap,Zaman Yönetimi,1,163.29,0.0,29.9,Kredi Kartı,Mevcut,4.0,3.0,Hayır,0.248,193.19,2025,8,23,Saturday
1167,1186,SIP101056,MUS1439,2024-08-11 20:47:00,Ankara,İç Anadolu,Ev Yaşam,Masa Lambası,1,636.35,0.0,49.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.289,686.25,2024,8,11,Sunday
1169,1188,SIP100247,MUS1419,2025-07-26 15:43:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,1,284.62,0.0,49.9,Kapıda Ödeme,Mevcut,1.0,4.0,Hayır,0.391,334.52,2025,7,26,Saturday
1170,1189,SIP100146,MUS1036,2024-12-13 13:00:00,İstanbul,Marmara,Ofis,Mouse Pad,2,165.76,0.2,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.235,305.12,2024,12,13,Friday
1171,1190,SIP101327,MUS1225,2024-01-08 17:37:00,Samsun,Karadeniz,Elektronik,Bluetooth Hoparlör,1,1249.07,0.0,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.405,1288.97,2024,1,8,Monday
1172,1191,SIP101153,MUS1050,2024-11-18 20:25:00,Samsun,Karadeniz,Kozmetik,Nemlendirici,2,389.38,0.05,29.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.26,769.72,2024,11,18,Monday
1173,1192,SIP101310,MUS1167,2024-04-21 09:32:00,İstanbul,Marmara,Ev Yaşam,Saklama Kutusu,4,238.66,0.0,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.241,984.54,2024,4,21,Sunday
1175,1194,SIP101396,MUS1300,2025-04-05 21:40:00,Antalya,Akdeniz,Ofis,Kalem Seti,2,98.39,0.05,0.0,Havale/EFT,Yeni,4.0,4.0,Hayır,0.409,186.94,2025,4,5,Saturday
1178,1197,SIP101350,MUS1411,2024-07-22 10:53:00,Bursa,Marmara,Ofis,Kalem Seti,1,100.9,0.1,49.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.258,140.71,2024,7,22,Monday
1179,1198,SIP100091,MUS1148,2024-03-02 10:50:00,Eskişehir,İç Anadolu,Ev Yaşam,Termos,3,505.92,0.1,29.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.235,1395.88,2024,3,2,Saturday
1180,1199,SIP100493,MUS1003,2024-06-05 17:36:00,Konya,İç Anadolu,Ofis,Kalem Seti,1,99.34,0.0,49.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.412,149.24,2024,6,5,Wednesday
1181,1200,SIP100171,MUS1228,2024-06-18 19:28:00,İstanbul,Marmara,Kitap,Girişimcilik,2,196.28,0.0,39.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.413,432.46,2024,6,18,Tuesday
1182,1201,SIP100057,MUS1163,2025-04-12 10:51:00,İstanbul,Marmara,Ev Yaşam,Termos,5,515.88,0.05,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.32,2490.33,2025,4,12,Saturday
1183,1202,SIP100405,MUS1422,2024-10-02 19:26:00,Trabzon,Karadeniz,Spor,Suluk,3,213.99,0.0,29.9,Banka Kartı,Yeni,2.0,4.0,Hayır,0.187,671.87,2024,10,2,Wednesday
1186,1205,SIP100098,MUS1227,2025-02-27 08:12:00,Konya,İç Anadolu,Kozmetik,Şampuan,1,192.99,0.0,39.9,Kredi Kartı,Mevcut,1.0,3.0,Hayır,0.222,232.89,2025,2,27,Thursday
1187,1206,SIP100827,MUS1252,2025-10-21 14:50:00,Eskişehir,İç Anadolu,Kitap,İş Analitiği Rehberi,2,294.91,0.05,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.274,590.23,2025,10,21,Tuesday
1188,1207,SIP101141,MUS1218,2024-05-21 09:44:00,İstanbul,Marmara,Ev Yaşam,Termos,3,453.82,0.1,29.9,Havale/EFT,Mevcut,3.0,4.0,Evet,0.294,1255.21,2024,5,21,Tuesday
1189,1208,SIP100480,MUS1323,2024-06-20 20:34:00,Ankara,İç Anadolu,Elektronik,Kablosuz Kulaklık,1,1468.25,0.05,39.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.275,1434.74,2024,6,20,Thursday
1191,1210,SIP101272,MUS1227,2024-03-06 08:39:00,Gaziantep,Güneydoğu Anadolu,Spor,Direnç Bandı,2,254.18,0.05,49.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.349,526.9,2024,3,6,Wednesday
1192,1211,SIP100099,MUS1015,2025-07-16 10:59:00,Gaziantep,Güneydoğu Anadolu,Ev Yaşam,Saklama Kutusu,2,249.55,0.0,49.9,Kredi Kartı,VIP,3.0,5.0,Hayır,0.216,549.0,2025,7,16,Wednesday
1193,1213,SIP100425,MUS1003,2024-03-23 15:21:00,Ankara,İç Anadolu,Kitap,Python Notları,1,213.8,0.0,59.9,Banka Kartı,Yeni,1.0,4.0,Hayır,0.373,273.7,2024,3,23,Saturday
1194,1214,SIP100297,MUS1056,2025-01-03 19:57:00,Adana,Akdeniz,Kozmetik,Yüz Temizleme Jeli,1,297.94,0.15,0.0,Kapıda Ödeme,Mevcut,3.0,5.0,Hayır,0.296,253.25,2025,1,3,Friday
1195,1215,SIP100738,MUS1405,2024-01-25 15:29:00,Adana,Akdeniz,Kozmetik,Serum,2,483.48,0.0,0.0,Havale/EFT,Mevcut,5.0,5.0,Hayır,0.369,966.96,2024,1,25,Thursday
1196,1216,SIP101342,MUS1247,2025-11-15 15:31:00,Kayseri,İç Anadolu,Ev Yaşam,Saklama Kutusu,3,213.23,0.05,39.9,Havale/EFT,Mevcut,6.0,5.0,Hayır,0.378,647.61,2025,11,15,Saturday
1198,1218,SIP100602,MUS1351,2025-03-28 17:09:00,İstanbul,Marmara,Ofis,Kalem Seti,1,107.86,0.0,39.9,Kredi Kartı,VIP,3.0,3.0,Hayır,0.35,147.76,2025,3,28,Friday
1200,1220,SIP101287,MUS1360,2025-07-19 15:03:00,Adana,Akdeniz,Kitap,Veri Bilimi 101,1,247.68,0.2,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.317,238.04,2025,7,19,Saturday
1201,1221,SIP100396,MUS1086,2025-08-08 18:39:00,İstanbul,Marmara,Kozmetik,Serum,1,517.39,0.0,29.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.291,547.29,2025,8,8,Friday
1202,1222,SIP100427,MUS1008,2025-03-15 15:24:00,İzmir,Ege,Spor,Direnç Bandı,1,242.92,0.1,29.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.318,248.53,2025,3,15,Saturday
1203,1223,SIP101284,MUS1283,2024-12-20 09:26:00,Eskişehir,İç Anadolu,Kitap,Veri Bilimi 101,4,269.71,0.0,39.9,Banka Kartı,Mevcut,2.0,4.0,Evet,0.303,1118.74,2024,12,20,Friday
